"on February 6, 2017","Just got this in the mail, first things first, I thought it would be destroyed (not manufacturers fault) but because it arrived in a box that was not in the best condition. Luckily it held up! Color is not as bubblegum pink as it looks in pic, more of a dark rosegold-ish pink, still cute. The keyboard cover fits perfectly and I have no problem typing with it, sticks really well! Won't be using the giant screen protector but definitely a great price for all of these items you get! I honestly gave it 4/5 stars because it was pretty hard to put on my MacBook Air without feeling like I was gonna crush the entire MacBook. Took me a little while and I'm not really sure if it's on correctly currently."
"on February 20, 2017","Edit on 2/24/17:I have now recieved the replacement for this product with all the components in there original packaging and they are highly satisfactory.  The cover that i had originally recieved had not been inside a package and were all loose and bundled into a label-less bag.  If yours came in that way and or it keeps falling off i recommend you contact Amazon Customer service to rectify the situation.  The one i had would fall all the time but the replacement snapped right into place.and has smooth edges, not the sharp ones of the other case.Original Post: (1 star)I did not receive a keyboard cover with my purchase. Seeing as the main reason I bought this bundle was for all the components it came with to protect my computer I find this purchase unsatisfactory."
"on January 25, 2017","This is a great case for the price! The color options for these laptops cases are really nice and you cannot beat how affordable they are. Apple would charge at least 3x this amount!Although the case is just a thin piece of plastic it does the job. It isn't the highest quality, but you get what you pay for! The case simply has edges that clip over the edge of you laptop to stay on. I bought this to put stickers on so I wouldn't be putting them directly on my laptop, and it works perfectly.If you are looking for an affordable laptop cover to make it look more aesthetically pleasing then look no further. This is not meant to be a durable case to save your laptop from damage other than protecting from minor scratches and dents."
"on February 23, 2017","This case is very beautiful and fits my computer perfectly! The only downfall was the screen protector was a tad too small, left about a cm of screen showing on one side, and the keyboard cover doesn't match up perfectly with the print on the keys. I took the screen protector off and trashed it, but the keyboard doesn't bother me really. I prefer it over the slick keys."
"on March 6, 2017","I absolutely love the look of this case! I plan on buying one for my fiancé's MacBook soon. The only thing that is a little bothersome is that the part that clips on by the track pad comes uncliped every once in a while. It's no big deal, I might take it off and put it back on to see if that helps it stay better. I think the main reason it does that is bc that is where I rest my arm on it so it gets more resistance."
"on June 4, 2017","I love the cover! The color is gorgeous and it was very easy to put on.  I haven't had it very long and haven't taken it outside of my home, so I cannot comment on its durability. The keyboard cover is nice, but the numbers/words don't exactly match up with the keys. This to me isn't a big deal because I didn't care that much about a keyboard cover and unless I'm staring and analyzing it, it's not really noticeable."
"on August 10, 2017","I used this as my laptop case for my entire first year at college, and it held up incredible well for the amount it was used/banged around, with no additional damage to my laptop. It is true to color, and even has an almost matte finish that allows stickers to stick to it without peeling up at the edges (if this is of concern to you). It is not very opaque, so you can see that there is a light but you cannot make out the apple logo. After using it for exactly a year, I finally broke off a small section of the bottom protector where the USB ports are. The plastic is a little thinner here, and it may have been a result of dropping it. It is still usable though! But for the price this product is absolutely worth it!"
"on January 17, 2017","The hard case fits very well on my MacBook air. I love the color, though it does resemble more of a baby pink rather than a rose gold. I love the look of it, that you can still see the apple lit up through the top of the case, and the air vents on the bottom to keep it from being over heated. Only reason I wouldn't give this a 5 star is the keyboard cover. It fits very well over the keys, but the print doesn't quite match up with the keys underneath. Not a huge problem in well lit areas, but if the keys light up, it shines through the cover and can be difficult to read both print on top of each other."
"on December 18, 2016","I purchased this MacBook Air Hard Case for my recently purchased MacBook Air. I must admit that this is the first time I buy a case for my computer and I am surprised at the quality of the material and the color (black) of the case, as it matches my MacBook Air very well. The case in general is smooth to the touch and the key board cover is soft on the keys (which I like). I use my computer a lot, and now with this case it feels more sturdy and safe from scratches and I would even say even some drops. The only reason why I did not give the product five stars is due one side of the case (bottom keyboard side) not clipping on all the way, which could just be a defect on the case I got."
"on August 10, 2017","I'm loving my new laptop case and keyboard cover! The color is absolutely stunning (I love the matte look of it), but I am concerned that it will become dirty easily, so keep that in mind when you choose your color. I'm thinking about purchasing a second case in navy blue so that I can avoid the discoloration. I'm loving the case's texture - it is significantly softer than I ever expected. I'm not a fan of plastic that looks ""junky,"" so I was pleasantly surprised when I unboxed my purchase.I purchased some stickers to put on the case as well, and I can't wait to see how it looks. This case is definitely a steal! I highly recommend."
"on October 4, 2017","Fits my 2010 13"" macbook air perfectly.My only complain is that the icons on the keyboard cover are mixed up in a few places. The volume up button icon is where the volume down button actually is. It is a little confusing when I'm trying to change the volume.Note that this rose gold is more of a cool-toned rose gold, so it doesn't perfectly match other rose gold colors such as the rose gold iphone or the rose gold Beats headphones. However, the difference is very slight and not noticeable at a glance.Overall I am happy with my purchase!"
"on January 11, 2017",Seems to be a great case. Sturdy and handsome without a rubberized layer that flakes off (as I've seen on some printed cases). I ditched the keyboard cover since it distorts and muffles the computer's speakers.Update: One of the clips holding this onto my computer has broken. The case has served me nobly for 3 months but unfortunately it's probably not going to last much longer
"on April 15, 2017","My only major complaints are with the keyboard cover. I got the set in Rose Quartz (a light/baby pink). I really love the color but it's hard to see the white letters on the keyboard cover. This problem is actually even worse if you turn on the keyboard backlight. Also the keyboard cover is a bit loose on the keys on the very left edge - it doesn't seem to be sitting flat. Hoping this part at least improves over time. The laptop case was a bit difficult to snap on at first, and screen protectors are always a PITA, but there was nothing significantly problematic about the laptop case or screen protector."
"on October 24, 2017","Looks just like it does in the picture. Very light and not very noticeable if you got the grey cover, that matches the same as MacBooks.Only qualm is the keyboard skin it came with does not let the backlight of the keys to show thru, so in my opinion it would be only useful to keep dust out and not very useful at night or in dark rooms."
"on October 25, 2017","Excellent case. Exactly what I wanted. Colors looks good, fits description. Fits my MacBook Air perfectly and is still thin enough to fit into a sleeve.Would give it 5 stars if the screen protector was a bit nicer and because I accidentally dropped my laptop from a waist height onto carpet today and the plastic case cracked. The bottom piece is now unusable :( Really upsetting because I loved this product! While it's my fault for dropping the item, I was hoping the case would be a little bit more durable to withstand a short fall onto a slightly cushioned surface. BUT it did protect my laptop, which is what it's there for"
"on February 2, 2018","Received my case in tightly wrapped plastic. After I installed both pieces on to my air, I noticed there was a small crack on the side of the bottom piece. This is my first apple laptop, when I purchased it at Best Buy the sales person told me not buy a snap on case because a previous customer did and it cracked the screen. Although, the top price doesn’t quite snap on it manages to stay in place. The one item that really like is the keyboard cover it fits over the keyboard perfectly. The screen protector is cool. I’ve only had the cover for a few days. I think it’s cool for price."
"on October 1, 2017","I have the macbook air a1466 and it fits very well. I got the clear and it is very clear, and well madee. The keyboard cover was kind of thin but it does the job. I haven't tried the screen protector yet, but it seems to be well made"
"on August 29, 2017",I don't typically write reviews but I have to say I'm satisfied with my purchase for this. At first I was a bit hesitant as I read the some of the critical comments which made me not want to get it. Ignoring those comments I took a risk and bought it hoping for the best and I'm extremely happy with how it turned out. The only thing I didn't really like is the keyboard cover but other then that everything is perfect. The case fits perfectly and snapped into place with very little effort. I definitely would recommend it if you are looking to purchase a Mac cover.
"on July 21, 2017","So far I like it. I wish the case had a cut out for the logo but even then it still looks pretty nice. The rose gold isn't too much of a rose gold though, it's more like a glittery pinkish color. The screen protector that came with it collected a lot of dust etc & wasn't the exact fitting of the screen so I took it off but it doesn't matter, to me the protector was just a bonus.Overall it's nice I just wish the color was true rose gold."
"on January 1, 2018","The case is well made, has a nice feel to it and was easy to snap on. Only compliant was that I thought it would be more transparent than it is. I ordered the green and when looking online, it seemed to show the apple light, however, in person you cannot. The keyboard protector works well, but I found I have a hard time typing on it and was too lazy to retrain my finders to get used to it, so I took it off. I didn't want to use the screen protector, so I cannot comment on that. Over all it is a really good product for the price."
"on March 14, 2017","Fits the case perfectly; much easier than a brand that cost 3x as much as eventually broke. Love the color options, too. Only complaint would be that it shows dirt (e.g., oils from fingers) easily. But perhaps that is my fault for going with a light color.  Also, do not buy for the screen protector.  I threw mine away.  It is VERY reflective and I think it would've obscured by picture on my screen."
"on November 19, 2017",Just got this. Its super super thin plastic from other reviews i feel like this wont protect anything from a drop. its a very nice color though. i have the marsala red. worth for just decoration wouldnt use it for anything else. keyboard protector is super thin but looks like itll do its job. you get what you pay for here.
"on May 13, 2017","Loved everything about it, from the feel to the fit, but especially the color. But after a while it started getting so dirty, absorbing colors from the surfaces I set it on and the bags I carried it in. Currently searching for a different case :( But! Looking at the make of the case bc I was v impressed with everything else."
"on July 16, 2017","The screen protector did not work out well for me, but everything else does. The color is very nice, and it has a nice smooth cover. The only problem is it comes with no instructions, and the bottom half is always trying to click off. I just put it back on and keep a trucking. Overall I am very pleased and I think they have done a great job."
"on December 14, 2017","The screen protector and keyboard slip are both wonderful, and the actual hard case fits well. It pops off sometimes if I put a little pressure on the edges, but otherwise it stays put. The top smudges easily, which gets on my nerves a little (neat freak, haha) but I ordered the black one so the smudges might not turn up as much on other colors. If you’re looking for a cheap cover for your laptop, this one works. Definitely not entirely top of the line, but it works for me and I have no major complaints."
"on January 31, 2018",I would have given this 5 stars but bc I got such a light color (super light pink) any time anything touches the case it leaves a mark or a print. However it does its job and you guys the keyboard cover fits perfectly. I had a different color/brand case on w the keyboard cover and I hated it the keys would always stick but the keyboard cover that comes w this is srsly so amazing it feels like the actual keys. You have to buy this if u need a macbook case.
"on October 3, 2017","I love the case and the keyboard cover as well as the screen protector. The feeling of the case is very nice and the keyboard cover too. Unfortunately when I received this in the mail, there was a small scratch on the cover and marks but very little. I also feel that it makes the audio of my mac air sound a bit weird.. almost muffled. But not too severely. Other than that, very great :)"
"on January 20, 2017","The case snapped onto my laptop without any issues, and the keyboard cover fit the keys perfectly. The case part for the top half of the laptop fit better than the bottom, I feel like it is a teensy bit loose on the bottom corners by the trackpad. It won't make any difference but I'd feel better if there was no movement. I don't think this case would be very helpful in protecting against drops, but I feel pretty good about it helping me avoid scratches and very small spills. I bought the product in Marsala Red, and the color is just as it's shown in the product pictures. Overall it seems like it's going to be a great case."
"on May 26, 2017","Camel color is not what I expected. It's more of a tan flat/matte color, it's darker than the photo. There was also a minor scratch on the top part of the case, but it's not large enough to bother me. The only reason why I'm keeping this is because the keyboard cover is really nice, it's easy to type with and feels comfortable. Quality is good overall, just a little disappointed in the color."
"on December 17, 2017","Arrived cracked. However, emailed the company and they sent out a replacement case. Enjoying the new case, but would completly passing on the screen protector. So overall case looks nice."
"on January 8, 2018","I actually like this case. It looks very nice, however, I have had this case for a week or so and when you open the computer, the top part of the case and the bottom tend to rub creating some wear on the edges. Otherwise, it would have been a 5 star rating."
"on January 1, 2018","Purchased for my adult daughter who is very happy with the case.  It does not add significantly to the weight and size of her Macbook Air, but will protect it from damage.  There are vents in the bottom of the case for cooling and white feet. The color is rich and deep, very like the image.  She has not used a keyboard cover before, but is trying this one and seems happy with it at present. The set includes a screen protector and cleaning cloth."
"on July 26, 2017","Love the case. Protects my MacBook and looks cute. Not too crazy about the keyboard overlay or the screen shield. I stopped using the overlay because it slid around a bit & bugged me although it looked cute. The screen protector is nice because it prevents scratches, but it attracts every speck of dust on the planet! I never have a clean screen anymore and it drives me bananas. I'm constantly wiping it down."
"on January 2, 2018","Was expecting the rubberized coating. this works, just not as expected. the keyboard backlight won't shine through the keyboard cover so you can't see the keys in the dark."
"on March 3, 2017","A little bit loose on the bottom case, but stays on with no problem. Occasionally, I have to snap the bottom back on after my laptop's been closed and carried in my bag for a little while. Also, the keyboard cover is just slightly misaligned with the actual letters printed on my keys--creates a ""ghost"" effect when I turned my backlight on. I solved this problem by keeping my backlight off. A small price to pay for a clean keyboard, though, and it's not an inconvenience. Great product for the price, exactly the color I love, and overall fits very well!"
"on June 16, 2017",I love the laptop cover. It's the perfect color and was easy to put on. I do not like the keyboard cover however. It makes it really hard to type and I can't see the letters and number on the keyboard at all.
"on December 27, 2016",The aqua color is great! You can see the apple icon lit up through it. So much value! My only con is that the bottom is very slippery so I'm buying non skid tape so I can rest it on my lap and it won't slip off.
"on February 7, 2018","Love the protective cover! The keyboard cover looks really cool, but I just can't type as well with it on so I eventually took it off. I messed up the screen protector in like 2 seconds when trying to put it on (which I kind of knew would happen because it's pretty much impossible to put those things on without air bubbles or hair or whatever). Overall, the case is what matters and it fits just right. Also, the camel color is more like a dusty rose color and I just love it."
"on December 30, 2017",Case is nice and fits my 13” MacBook Air well.  The keypad cover is not as nice as some I have ordered in the past. Overall I am satisfied with my purchase at this time.
"on March 16, 2017","The case is so beautiful, the screen protector is good. I give four stars because of the keyboard was a little smaller and the letters didn't match very well."
"on November 18, 2016",I got my case super fast.  Only problem is that it's cracked on the side! I hope I can get a new one if I return this one . Other than that the bottom was easy to put on but the top I'm having trouble attaching.
"on February 5, 2018","The apple doesn't show up that well through the red cover, and the letters don't line up exactly with the lit up letters on my keyboard so they look slightly holographic when the lights are on from my keyboard. good product for the price though"
"on October 3, 2017","The case fit snugly and well. The screen protector did not cover the whole screen of my mid-2017 13"" MacBook Air so I didn't install it at all. The keyboard cover (I ordered grey) fits almost perfect, however the bottom right side is slightly raised. I barely notice but worth pointing out. The worse part of the grey keyboard cover is it doesn't allow enough of the backlight thru to be useful. I didn't use the screen protector and will be swapping the keyboard cover for a clear one so the only useful part is the case."
"on October 29, 2017","Love the color of the case. I got the camel, and it came out essentially the same as the picture - a nude color, almost like a muted blush pink. The soft touch is nice also. The keyboard cover is not my favorite because it doesn't fit tightly over the keys, but I still use and like it. The only fault I have with the case is that the bottom cover on the right side doesn't fully snap over my laptop, so the case can be pulled down at that corner, and when I rest my wrist there as I type, it can scratch."
"on October 31, 2017","Great color, feels soft and smooth, it's a great way to protect my new computer. Only downfall is the rubber feet fall off too easy, the sticky glue doesn't stay sticky."
"on November 15, 2017","This case is thin, pretty, and simple. It doesn't let the apple logo shine very clearly, which I would have preferred, but you can see it's there. The screen protector is nice as well, but the keyboard cover had to go. The letters on the cover did not match up with the keyboard's and made it look blurry. I believe there was a similar review to this as well. I gave the cover away but appreciate the other two pieces"
"on March 26, 2017","I ordered this case in clear/transparent. As much as I love pink and other colors, I wanted my beautiful new MacBook Air to speak for itself, while still having strong protection. I found the keyboard protector to be too precarious to use, and don't like the screen protector...but the snap-on case looks nice and seems like it will provide decent protection to my MacBook."
"on May 3, 2017","This case sucks, keeps popping off my computer...what's the pointRetract my statement, I had not popped the case on all the way. You have to hear the click! Works great. Does get dirty easily though."
"on October 11, 2017",Overall good product. Didn’t give it five stars because it didn’t WOW me just because it was plain maroon.  It’s just a laptop hard shell. I use my laptop daily and I’ve had it for a couple months now and it’s still in great condition! Definitely recommend. The only thing I didn’t like about it was the keyboard cover. Seemed a little cheap.
"on June 14, 2017","Its not quite as sturdy as I thougth it would be. It is a bit translucent to where you can see the apple logo back lit. It does show some signs of wear already but I carry it back and forth to work daily. Overall, I would shop again with them but perhaps a different color."
"on March 18, 2017","I got this shell as extra protection from bending or flexing my Mac air especially when traveling.It was very easy to assemble tne the shell and key board cover work great. The shell is slightly rubberized so it keeps it from being slippery.  The screen protector was very difficult to get on and get out all the bubbles. I ended up leaving it off.My daughter liked mine so much, we orderd her one as well."
"on December 3, 2017","I absolutely love the fit of this case on my Mac. The color is a bit duller than I expected, which is why I docked a star. But, the product is sturdy, and the keyboard pad is super nice!"
"on January 10, 2018","I really love the color, I got the navy blue, and it was exactly what I was expecting. Only complaints would be that any fingerprints are pretty visible on the front, and the light of the computer keys don't shine through the keyboard cover. I have gotten used to those by now, and the fingerprints come off with a washcloth and some water. I have only had it for a few weeks. I recommend!"
"on February 3, 2017","The case was very nice and has an appealing ""soft"" coating on it. It snaps on my Macbook air easily and snugly fits the frame. There's no fear of it inadvertently falling off. My issue is with the keyboard cover. The keyboard cover fits well, but it's opaque. Because the keyboard cover is practically opaque the back light doesn't help and the letters are very difficult to read.I would give the case an ""A"" but the keyboard cover a ""C""."
"on November 17, 2017","Case snaps on super easily, fits great, seems sturdy. The only thing I didn't love is that I ordered the gold color and it's really more of a bronze (my boyfriend literally asked if I ordered a bronze on purpose). Also, the pads on the bottom of the case get worn down super quickly."
"on December 6, 2016","I received my case in the mail a few weeks ago. I like it for the most part. The case seems to be a bit large, and I know I ordered the correct size. It also covers the headphone jack the slightest bit--but its still usable, just a bit alarming. I'd probably order from them again because its a pretty case."
"on September 12, 2016","I bought this going as soon as i purchased my mac because , as a college student , I'm bound to have some accidents.The case was really easy to assemble , has a sort of rubbery plastic feel that I really like.The keyboard thing is also super nice and does not inhibit my typing in any way.Overall look is also super pretty , I got it in the light pink and it is so cute !!The only issue i have is that its very hard to take off. Also , one corner of the case near the keypad keep popping out. But only that corner. Overall not a big deal because the rest of the case has no issues.8/10 recommend !"
"on October 24, 2016","I was a bit hesitant to buy this because of the inexpensive price, I thought it might look cheap. I was pleasantly surprised! It's a light pink, soft, matt case just as pictured.  It fit my lap top perfectly and I really like it! The key board cover is nice as well.  The only downside is the screen protector, I couldn't get it to go on the screen without air bubbles, and the plastic thing they give you to smooth out the bubbles created scratches on the screen protector."
"on January 8, 2018","Case snaps on great so we will see how long it can last. The keyboard cover takes some getting used to but I enjoy it. The screen protector is a nice touch but it doesn't cover the entire screen with a small gap if you apply it all the way to one side, no big deal though!"
"on September 19, 2017","The case is soft, smooth and cute! I got matte white. What was disappointing however is the top case came dirty! Had a few smudges like someone handled it with dirty hands :(If you get a darker color I would recommend, if you get white or a lighter color​ caution because seems like a common theme the case arriving slightly spotty. So sad...The case itself is very nice, received the package 2 days after purchase. Love my case even tho there's a spot."
"on April 23, 2017","It's a beautiful case. A very calm color. The only cons of this product was the cover was a little dirty, the keyboard cover had some little holes, and the keyboard cover is a little loose. The pros are that it is very pretty and the case snaps on well."
"on September 19, 2017","Been on MacBook Air 13 for about a week. I like it. Will keep the case from getting dinged, scratched up. The case is translucent..pretty cool."
"on October 17, 2017","Really great case, I like that theres a certain selection of colors to choose from. I didn't know that it comes with a keyboard protector and a screen protector!! That caught me off guard, although the screen protector is kinda ""cheap"" it still does the work. Will recommend to anyone looking for a one color protector for their personal MacBook!"
"on September 20, 2017","The case is super cute! Absolutely love the color. The case is hard to put on but after much struggle I got it on and I love it! The reason I gave this 4 stars is because the keypad cover letters do not match up with the letter in the actual keyboard. Therefore the actual letters shine through the cover. That might be a little OCD for some but just something I noticed! Other than that, it is a really great product, especially for the price!!"
