Turquoise,"I was not sure when I ordered the product for such a cheap price. OMG, I was so amazed by z expensive look of the products for my expensive apple. It really fit my 13.3 inch Ipad. The cover snapped to my apple as if it was custom made and the keyboard cover fit and gives a matching color with the cover itself and gives chrismatic look. I am not a person who has time to review products because of my very bussy life. But I thought it is not fair at all not to review this product as it exceeded my expectation and here I am voluntarily being a witness for my satisfaction."
Camel,"The camel colored case leans more towards a muted tan-blushy color. Think of the Yeezy clothing line...something like that. It's beautifully matted, rubberized surface feels nice to the touch. As for the keyboard cover and screen protector...it's nice but I probably won't use it. Some of the keys on the cover were creased, so it doesn't look too good. Plus, it slows down my typing. Another great thing is that this company provides you with extra bottom case foot protectors...I always end up losing one or two after a couple months. All in all, great product! Will buy more in the future!"
Pink,"This case fits the laptop perfectly and doesn't add much bulk or weight to the computer itself. While I don't think it will provide much protection from drops or bumps, I do think it will serve the purpose of protecting it from dirt, scratches, and the like. The color is also pretty true to the picture (I ordered the ""Pink"" color) but perhaps a shade or two darker in person.Additionally, the keyboard cover is a perfect fit, especially compared to a cover I had purchased from another brand. I didn't have to get used to it since I already used one on my old computer but suspect others who are using one for the first time will have no trouble adjusting. I also like that the keyboard cover is clear in between the keys as it looks like you've just put stickers on each of the keys - all while protecting them from dust and crumbs.I have not applied the screen protector yet but it does look like it is just short of the actual size of the screen; however this was just an added bonus and I don't find that to be too much of a problem - it will still serve its purpose of protecting the screen from scratches.Overall, this is a great deal for the 3 items that are included. If you're looking for ultimate protection for your laptop this is not the place (instead I would suggest getting a zippered laptop sleeve). If you're looking for a starting point to keep your computer clean and scratch free, this is the perfect product."
Rose Quartz,"This case is exactly what I was looking for. It's inexpensive, well made, easy to install, and is a gorgeous blush pink color. It fits my MacBook perfectly! I was going to buy a keyboard cover separately but my type A personality loves that I was able to find a case that had a matching keyboard cover. Because, kids. Dirty hands. Dirt. Life. It also came with a screen protector, but I'm awful at installing them (and we have two toddlers and a dog who sheds like there's no tomorrow, so even though I clean daily, it's nearly impossible to get a perfectly clean screen) and it didn't work out well, but I think that's more user error than a problem with the product itself.I shelled out enough money for the computer, so I'm glad I didn't have to break the bank or this case. It's great! I'll update this review if anything changes, but so far, it's a winner."
Navy Blue,"It looks amazing!! I absolutely love the way it looks on my computer!! I really liked that it came with a little guide on how to put the case on (it’s not complicated but it’s good to see the proper way to put it on). I really liked that it comes with extra dots for the bottom of the computer, I thought that was pretty neat. The silicone cover fit perfectly on my computer but does have a minor mistake. It’s on the power key, it has the eject symbol however on the Mac air there is no eject feature. But that’s just being nit-picky. Everything looks and fit perfectly! Love the matt look of the case as well! Really happy with this purchase!"
Wine Red,"Great addition to my MacAir. Already have dropped the Mac twice...left dents on the side. I think if I'd had this case it wouldn't have caused any damage. The case looks good -- catchy, even (I bought this one because my nephew showed up with one on his Mac and it just looked too cool to pass up. But it functions well, too.)It seems light before you attache it, but it does add a little noticeable weight to the MacAir . . . no problem, just noticeable.I didn't intend to use the keypad cover...but thought I'd try it anyway . . . kept it too. Works fine. Changes the feel of the keys somewhat, slowed down my typing speed a little at first, but you get used to it quickly.Only one real complaint: This case contains four soft plastic or rubber feet that stick to the corners of the bottom of the case. Adds a little elevation when using a desk. They are attached with something like double sided sticky tape....and they get knocked off very easily. Fortunately the case is supplied with a replacement set. So I just used a dab of super glue and stuck them on permanently."
Turquoise,"I purchased the turquoise case for my MacBook Air. I just got it today so I haven't quite gotten the use out of it. It came perfectly, no cracks or imperfections. The color is true to the pictures for the most part (it looks more turquoise-y in the pictures but has more of a tint of aqua blue in person) but I still love it so far! It snapped right into place and was easy to put together. The keyboard cover falls right into place but seems like it could come out of place easily because it doesn't snap on or hold onto the keys by anything and it will definitely take some getting used to. The case doesn't seem bulky or adding heavy weight to my laptop. I just got my laptop for college and wanted something to protect my laptop from scratches and I have a high feeling that's what this case will do. Recommend."
Mint Green,"Absolutely LOVE!! It's super cute. Only thing is the case is pretty see through but whatever I can still see the apple logo on the back. For 15 bucks definitely worth the money. Also the keyboard cover is an extra plus, so cute and helps protect my keyboard at the same time. The screen cover was honestly like a large square piece of tape but not really what I was buying so I don't mind that. Everything is exactly like the picture. I bought mint green and it's adorable, kinda wanting hot pink but it's ok. The case is extremely hard to remove. I'm afraid it'll crack if I try too hard. So it's not good if you plan to swap cases so often."
Rose Quartz,"I love this case because it still gives my Mac the sleek minimalist look, but now in my favorite color! I use my computer frequently since I do a lot of programming work and take my laptop everywhere with me. After 3 months of use though, all of the white ""feet"" on the bottom part of the case have fallen off (they were just glued on). Also, the keyboard cover has loosened and they keys that I use frequently have rubbed off (other keys look completely fine). I also just recently realized that the keyboard cover covers up the speakers, so music is slightly muted. Otherwise, the cover is very thick and opaque. Nothing else has chipped. I love how it looks."
Rose Gold,"I absolutely love the product and when I received it, came very well packaged and also with a screen protector!! How awesome! I loved my laptop case and would definitely purchase again. Also, after being an amazon customer for years, I have never recieved an email from the sellers to make sure I am happy with my product so I am now even more happy! Thank you! Also the color was beautiful and shiny"
Marsala Red,"I've never really had a ""real"" case for my MacBook, mainly because I was too lazy to search for one. Sadly, my old case had finally fallen apart and I was forced to start looking and I found something that was both simple and elegant. I needed a case that was going to provide protection, mainly from me eating food over top my laptop and also look good doing so. Luckily, I found exactly what I was looking for, this isn't an otter box for your laptop and at this price, I hope that's not what you're looking for. If you need something that is inexpensive and good enough then that's what this case is primarily for, I love it and it looks great and I recommend it to those who understand it's duties."
Peacock Green,"I ordered Peacock green and when I received it, it looked lighter and nothing like the picture. it looks darker when on the actual computer. I really don't know if I like the color and kind of wish I got the purple or teal! But for the price, I may get a new color in time. Also, for the price, this is fantastic. It feels like my speck cases from my old MacBook years ago. My only complaint-which does not warrant a lower rating-is that finger prints/greasy marks are on the laptop after touching it. I mean...fine. for the price, it protects my computer and that's why I bought it. I didn't use the screen cover, but the keyboard cover is nice because I killed a MacBook in my day spilling Diet Coke on the keys....so this makes me feel better! Definitely recommend this product."
Chartreuse,Great case for the price I spent. The only thing I would say I wasn't a huge fan of is the little tabs that are used to secure it to the computer stick up a little but that is no reason not to get this case. It is a very sturdy case and has ventilation slots on the bottom to let it breath during heavy usage. My last one didn't and It wouldn't let the heat dissipate.
Serenity Blue,"This is my first review. I am one of those people who when I see something online that I like I go through all the reviews, I research about it, watch videos, take days to decide, etc..! I just bought this product a few days ago and received it in the mail today. I LOVE it. It fits great and looks beautiful! The color I got was the serenity blue. I was scared it was going to be to purple for my taste (I’m more of a blue gal) but it’s actually gorgeous. I really like the screen protector too. You just have to take it slow when applying it, but It looks great hardly any bubbles and their minuscule. Plus they give you a little card to help push away the bubbles. If your like me and worry about it and do crazy research your search can end now. I say go for it because so far I love it. Also I didn’t include a picture, but light does show through the keypad cover, which is a plus! 5 stars!"
Marsala Red,"I've only had this case for a few hours but I LOVE IT!The color is beautiful! It comes with a front and bottom click on case,rubber keyboard cover and a screen protector.I have the new MacBook Air and the case weighs the back down a bit so when I pick the laptop up the screen leans back. It's not an issue just an observation. The keyboard helps with us hard types which results in loud keyboard tapping!I love the product! If I get bored with the color (I won't!) I would definitely get a new one from this company!"
Turquoise,"This is my second purchase and this time I bought two more (turquoise and light purple).  The colors are so vivid and I like being able to switch up the colors and have fun with them.  I bought one last year in rose pink and the color is so bright and pretty.  Structurally, the keyboard cover and laptop cover have held up quite well. Since I'm in school, it's nice to have a cover that's unique and sets my laptop aside from everyone else's."
Camel,"My first thoughts: I love the color. I decided to get camel and boy am I glad I did that. Usually, laptop covers last for awhile so I don't normally change them too quickly. That's why I really place a lot of importance on me not getting tired of the color. Honestly, I didn't know what to expect with the color camel but it doesn't disappoint. It's not pastel or too brown but it's like a nice dusty pink with brown tones thats matte to the touch and frankly quite great. Now onto the comparisons: I've tried out a couple of different laptop covers and they were all good. The one thing I liked about this product compared to the others though is the fact that it came with a screen protector. A lot of other companies sell similar products but without a screen protector. If the price is the same, why not just get this product? I'm really happy with my purchase and will probably buy from here again in the future! Great job!"
Capulet Olive,"The quality of this product is excellent  for the price. I’ve bought other cases from other brands for double the price and they scratch and crack easily. This case is easy to snap on and easy to take off. The surfaces are smooth. I love that it comes with a matching color cover for the keyboard, a screen protector and a cleaning wipe.  I highly recommend it. I can’t really say there is anything that I dislike about it—your fingerprints do show a little easily but that’s because of the matte  finish—that I love and you can easily wipe it away."
Wine Red,"Suuuuuper cute, feels really sturdy and I think it definitely keeps my computer much safer. The keyboard cover makes me type a little slower (you have to press a little harder on keys), but that's to be expected as it is Supposed to cover the keys. Absolutely love the color too, (it's the wine/berry-ish color). Would definitely buy again."
Rose Quartz,"tbh, pink is not my favorite color and I was kinda disappointed when I unwrapped the parcel... this rose gold is looking way pinkish than I thought... BUT i was wrong! The faded pink actually look awesome on my mac and i LOVE the apple light that shines through the cover... so PRETTY! everything fits perfectly to my 13""MacAir : )  great price for such combination! owhyea, and the quality of this product is what I'm looking for: doesn't feel like a plastic material, more on fabric-like kinda feeling- smoother and better quality. overall, love it!"
Frost,"I love this case so far. It looks amazing with my MacBook Air 13.3'. I was hesitant at first because I have the newest MacBook Air that was released this year (2017). However, the case proved me wrong and fits well with my Macbook. The keyboard cover is nice for the price I had to pay for the trio, but it actually is just a thin layer of plastic. I have yet to put the screen protector on but I compared the screen protector to my screen. The screen protector is the same size as the MacBook screen."
Peacock Green," This case is so nice, I love the matte/rubberized texture along with the keyboard cover. I ordered the Peacock Green color and it looks amazing especially if you love this shade of green. It does make the laptop a little heavier. I would definitely order this again."
Black,"I waited to write a review to see how my case and keyboard protector held up, and I have not been disappointed. It got to me without damage, it was easy to pop on, the keyboard cover is easy to clean and it doesn't have any wear down. I am not very hard on my computer, but I do use it everyday for school work. The case is lightweight, but not very heavy duty. If I accidentally dropped my computer I feel that the case would take the brunt of the hit, but would need to be replaced. It does the job well, has style and function. I would purchase it again."
Marsala Red,"I Like IT!  Most of all I feel my devise is protected.  A bonus is the Key Pad cover.  Could be in my head, but I think the key pad cover actually makes it easier to use the key board, as the keyboard digits are closer together than a standard keyboard.  I'm a new mac user, and I have a challenge with the keyboards."
Black,"This case is an incredible investment. I purchased a MacBook Air that I want to keep in good condition for as long as possible. I chose to purchase this case because I wanted the slim protection provided by a Spec Case but I didn't want to spend $50 on a case. This case snaps on simply and keeps the MacBook Air's incredible design lines. It also comes with a silicon keyboard protector and a clear screen film, which I didn't know about when I chose to purchase the case. All in all, the price was right for an incredible amount of protection."
Chartreuse,"Okay so I was obviously really skeptical about buying something like this online. I wondered if the quality would be good and if I would be full of regret after buying this. But very happily, I and my sister are VERY pleased with this product! The shell snaps on, the screen protector is the perfect size and the keyboard cover works well! Very happy. This green though, is very lime green. My sister loves it because she loves green. However, I am not a green person and am glad I got mine in wine. Totally worth every penny. You will not find a better deal. Seriously, I've tried looking and read ALOT of reviews before I went with this seller. Quality goods. Ours are not shiny though. We got matte. And I personally love it."
Light Purple,I bought this item for my laptop. I loved the color and when I received the item in the mail the color looked even better than the pictures. The case feels super nice and soft. It is plastic but a high quality plastic that I feel won't scratch your laptop which was exactly what I was looking for. The keyboard cover fits perfectly on my laptop keyboards making it look perfectly purple. This case cover was way better than my last one and if I ever need to I will purchase for this brand again maybe even get the maroon/red colored case!
Rose Quartz,I got this for my daughters MacBook. Make sure you check the model number to make sure that you have the right one. I got a purple one for my laptop about a year ago and never had any problems so I decided to get one for her. The keyboard cover is awesome and the cover is great
Clear,"Snapped on perfectly to my Macbook and shows off the stickers I already had on there. It does make the laptop heavier obviously, so keep that in mind. But it is crystal clear and SOLID. I feel like my laptop is very protected. It also came with a screen protector and a keyboard cover!"
Camel,"I am in love with this laptop case!  The color is definitely a sand. I really like the feel of it and was hoping it wasn't that cheap looking ahiny plastic type and it's not shiny at all! It's smooth, matte, and worth every penny!  One thing that I have to mention for other potential buyers is that from one of my pictures you can see that one of the little white things from the bottom is missing. It came off about a month later. It doesn't bother me but it may bother others so just putting it out there. It's a great deal overall and would recommend."
Serenity Blue,"I absolutely love this hard case and the cover! It's so sleek and sturdy as well, my package came in fast too which is another bonus! I am in LOVE with the color it looks exactly like the one shown and I love the matte look and it just feels so smooth and nice. It came with a silicone keyboard cover which was another nice little bonus and I just love how my MacBook looks with it on! Not to mention a screen protector too. I love the case as well the inside is nice and fuzzy. It's a really nice combo."
Marsala Red,"this is a must for any computer, i especially love the color, i actually tell people who are using laptops to get this product, as many people as use starbucks, one would have to be crazy not to get a case with keyboard cover,  it's as important as a cell phone case"
Gold,"I could not be more pleased with this purchase. This is an inexpensive way to personalize your computer while giving it some extra protection from the everyday wear and tear in and out of a computer bag. The outer case easily snaps on and the keyboard cover can be pulled off, clorox wiped and slips right back on. Colleagues at my office are slowly catching on to these and purchasing them - if you are considering one, I fully endorse it! And, this seller in particular delivered it faster than anticipated. Five stars!"
Wine Red,"The cover, keyboard cover, and screen were exactly what I was looking for. Everything came packaged really well, and the case snapped on really easily. My only *small* qualms would be that the color isn't as ""plum"" as I would have liked, but the red still looks really good with my Mac. Also, the keyboard cover does adhere nicely but it isn't as snug as I would like. Other than that, everything was just as ordered! I would definitely order it again in other colors."
Deep Teal,"So far, so good! The only thing that someone might find a little annoying is that the screen protector is slightly smaller than the screen. But honestly, it's not noticeable unless you look really close at the screen. The keyboard cover still lets the key-light feature work and the case itself is not bulky or heavy. Also, color is accurate to what you see in the picture. I will definitely re purchase this product when it's time for a new case : )"
Mint Green,"LOVE LOVE LOVE LOVE this!!! Everything you need in one purchase!! I've been using it for a month now, and I am happy every time I see this color. My dog recently sneezed on me, and I was soooo glad that I have the keyboard and screen covers!"
Mint Green,"They look just like the picture. (: The outer part of the shell feels rubbery, almost like the same feeling as the silicone keyboard, and I believe the inner side of the shell is tough and sturdy. I also love the silicone keyboard, it prevents the keys from being dirty. Bless! I will definitely buy a different color in the future. :) One more thing is that I wanna thank the company for adding a small card to get rid of the air bubbles when you apply the screen saver. Thanks again!!"
Light Purple,"I am 100% satisfied with this product. What I appreciate most is that it was very easy to attach to my Macbook Air, easily snapping into place and it fits perfectly, nice and snug. The keyboard cover fits nicely and feels quite natural. And it was a pleasant surprise that the kit comes with a screen protector as well. Finally, the color is true to the shade shown on the website. In summary, this product is excellent and a great price.  I would definitely recommend it to anyone."
Black,"I like it a lot, I brought the black case. It makes my Macbook Air look super mean haha. I haven't tried putting the screen protector yet but it seems like the same process as putting on a phone screen protector. The case looks and feels pretty durable. It feels like a matte kinda rubber. The keyboard cover is easy to put on, and easy to clean. It also came with extra rubber thingys just in case!"
Gold,"so far I love my case, key pad, the screen protector I was not able to get the protector on straight but it ok.love the color an it fit perfectly,love the logo that added an extra look to my computer, everything is GREAT at this point, thank you.."
Rose Quartz,"I've had the Rose Quartz case on my MacBook Air for about 5 months, and I love it! The product is very light and easy to pop on and off. The case has held up well with no cracks, and I am pretty tough on my computer! All of the rubber feet are still in place, and my computer doesn't get as hot with the ventilation slots. Love the case! Plus, it was WAY cheaper than comparable products and just as good - I highly recommend this product!"
Light Purple,Perfect. This is the second case I've bought from MOsiso. I love the purple. Only thing I don't like is the fingerprints which I did not notice on the last case I purchased from this company but doesn't bother me enough to take away a star..:)
Marsala Red,"Our son has a computer cover on his Christmas list. We went in blind, taking a chance & bought one that matched his school colors. With a little over 1 1/2 weeks of use he is pleased with the fit and performance of the selection. It was affordably priced too."
Black,"UPDATE 11/28/16: This was the best customer service I have dealt with on Amazon. They sent me another screen protector after they reached out to see how everything was. It arrived 3 days later. Also, the keyboard protector is in daily use- just takes some getting used to, but it works great. Overall very satisfied with the whole experience and will buy again from Mosiso.Case works perfect. The screen protector ended up in the trash after a long tedious battle that was beyond frustrating (at least to a perfectionist like me).Currently typing with the keyboard protector. Not great- every other space bar hit misses the input.Overall great case but the freebies are underwhelming."
Navy Blue,Great cover for the price. Fits our MacBook Air (2017) perfect. Came quickly with Prime. Also comes with keyboard cover & screen protector. You’d never find this set for this price at a Apple Store. Worth the order.
Rose Quartz,"I bought the rose quartz case for my Macbook Air (2017 model) and it fit perfectly! There is only one small latch on the top of the computer that I can't latch all the way, but that might be because I don't want to press hard enough or it may not bend that way. Still, even with that small tiny flaw, the case in pretty much perfect.  The cover for the keyboard doesn't move and feels soft on my fingers, I know that my case is doing its job and protecting from everything I fear. I love it! It's the perfect case at a decent price!"
Marsala Red,"I purchased this for the excellent reviews on the hard cover case.  I've been using it for a few weeks now and It protects my computer and stays on without any issues.  I liked the keyboard cover for the appearance, but I find it makes it more difficult to type so I mostly choose not to use it.  I considered the keyboard cover and screen protector a bonus since this product cost just as much or less than most other products that came with a hard case alone.  For that reason, it doesn't bother me that I don't use the keyboard cover.  If you're looking for a hard cover that gets the job done and looks nice doing so, I recommend this one."
Rose Gold,"This is absolutely the most perfect cover possible!!  Fits like a glove, and is gorgeous!  Just look at get color!  It arrived way sooner than expected, it couldn't have been more than 2 days.  5 stars all the way."
Deep Teal,Fits computer.  First order was for a smaller computer due to packaging mix up- order rectified and corrected order worked nicely.Have used Mosiso plastic hard cases for several years - a good value and hold up.
Turquoise,"I LOVE this case ! Perfect fit, awesome feel, definitely worth more than the price. The keyboard cover fits seamlessly over the keys and the screen protector is an add plus. This is basically a steal ! 10/10 would recommend."
Rose Quartz,"Love it, it has a matte finish not shiny. You can see the Apple logo through the cover. The key pad is great but the letters are white and if you can't type it may be a problem. The letters don't stand out much."
Serenity Blue,"Hey guys,I'm writing to update my review, I feel so horrible. It was my fault I didn't want to push the cover onto my new laptop so I was doing it too lightly. Finally when I placed it down I noticed it wasn't buckled in right and it didn't take much to push it in and get it to click into place.It's been an awesome protector for my laptop. I love the purple cover, it's my favorite color.The screen protector was a bit tough to put on there but, I think that was my fault because I got too excited while trying to place it on the screen.Overall, amazing. Thank you guys!!"
Rose Gold,"Um, for the price, i can't complain.  Seems built well.  the keyboard cover is OK, but I don't do a lot of typing.  I mainly just watch netflix and videos on my MacBook Air.  If you plan to do a lot of typing, i think the keyboard cover would get in the way.  Very pretty hard case!  Love the rose gold."
Turquoise,The case is perfect. Beautiful color. The owner of the company reached out after my purchase via email to see if I was happy with the product.  I had purchased a different color for my daughter for Christmas but she wanted this instead.  It cost almost as much to return the other one as it was to buy it so not worth to return.  I explained the situation. They worked with me personally to exchange the case so my daughter would be happy.  Amazing customer service from Mosiso.  Very impressed.  Especially on such an inexpensive item.  Don't hesitate to buy from this company.
Royal Blue,"Sharp looking royal blue case for my Mac air 13"". The keyboard protection is excellent and I love the blue on the keyboard. I also placed the protective screen on and that was very easy to do. All in all well worth the money."
Wine Red,Better than I ever expected for my MacBook Air.  Snaps in place very easily and I'm even using the keyboard cover.  Saves a lot of wear and tear.  It also make the Air easier to pick up and handle.
Camel,"I recently bought it for my MacBook Air and I like it. I bought it in the color camel. The shade itself is very nice, like a soft earth tone. Not too brown and not a whole lot of pink, it's the right shade. The cover is a nice soft rubber material. The keyboard fits great. I'm excited to use it cause now I could eat extra hot cheetos and type at the same time. I managed to get the screen protector on with very few air bubbles. Everything fits great. It's a great purchase yall"
Red,"This Hard case was amazing. The fact that this was 14 dollars, came with keyboard cover, a hard case, and a screen protector is totally worth it. The version I bought was a bright red, this color was very nice and the hard case is slightly see through, which allows for the apple logo to shine. The package also had a small, white piece of plastic to push out any air bubbles after placing the screen protector, which was a nice touch and very helpful. Lastly, I also received extra white grips for the legs of the bottom half of the hard, plastic case in case they slide off or are broken, which again, was a nice touch. Overall I am extremely pleased with this product and would highly recommend."
Rose Quartz,"Love it! At first I was having difficulties snapping it on cause i didn't want to damage my MacBook but after it finally snapped on it was perfect! The keyboard may be the least of my liking. I like the color but it kinda defeats the purpose of the backlighting on the keyboard, as you can't really see the lighting through the keyboard protector. Overall, it is a great product."
Aqua Blue,"Sleek, good coverage for you basic laptop needs. This case is not too thick or too thin, it fit perfectly on the first try and the screen protector is a nice bonus that comes with the case! I bought the aqua blue version which is between navy and light blue. The extra foot stubs are also a plus in case they fall of or break. The only thing I would say is a con is that the case itself shows the pils from your hands so if you care about that you would just have to clean it every now and again."
Clear,"Great product for the price, it fit my computer perfectly. The keyboard slides off at times but still nice to have in order to protect the keys.  I purchased two and would recommend them."
Rose Quartz,"Love it! The case itself is smooth and nice. Super easy to apply. The silicone keyboard cover quality is okay. It makes it difficult to see keyboard lit up. It will give you basic coverage and it looks cute! The screen protector is nice, it is not too difficult to put it on. Overall, very satisfied with this product! The color is Rose Quartz. Would recommend!"
Jet Black,Great hard plastic case. Easy to install and looks great. The keyboard cover stays in place and it is difficult to notice that it is there when typing.This is probably the best hard cover case I have purchased on Amazon and will continue to use Mosiso when I need a hard case.
Serenity Blue,"Product fits great on the new 13” MacBook Air. No issues with cover. Comes with rear cover, front cover, keyboard cover and screen cover. The Apple logo can still be seen through the rear cover."
Wine Red,"I've been using this cover for about three weeks and it does the job. My labtop fell from a table during a TSA check and it protected my mac from the fall. The screen protector was easy to apply. I say it's a great product for the price. I bought another one for my sister to use. She is in college and is more ""rough"" with her mac so i will update my review if she has any additional information. The color matched the image in Amazing as well."
Rose Quartz,My wife loves it. It gives a very good protection. The screen protection came very handy as she has a habit to touching the screen. At least it may protect agains nail scratches.
Royal Blue,This protector for my MacBook Air is amazing! I absolutely love the color and the material. I love that it came with a cover for the keypads and that it’s the same color. Overall very good quality and worth it. Good customer service as well.
Black,"This is such a great case for the MacBook Air. The keyboard cover kept my keyboard dry when I accidentally knocked over my water. The case doesn't scratch the computer, nor does itself easily scratch."
Marsala Red,This product fits perfect on my daughter's mac book air. It is strong and made out of high quality plastic. Also can’t say enough of their customer service. They went above and beyond to help us with a warranty replacement.
Peacock Green,"Seems to work great. Easy to snap on, and the screen protector went on with only 1 bubble stuck under it (my fault). The keyboard protector makes typing a bit trickier, but overall I'm happy."
Mint Green,"Can't beat the price of this case, and the quality is pretty great! Exactly what I needed for my laptop- I will definitely order again if I ever want to change up the color."
Peacock Green,"After much searching on Amazon for a hard cover for my daughter's MacBook Air (there are many many options), I decided to try the one by Mosiso. Couldn't be happier. Not only is the price great, but it is superior protection on my $1000+ investment with Apple!"
Peacock Green,"It easily comes off, but stays on with a perfect fit, the matching keyboard cover is the icing on the cake.I haven't used the screen protector, didn't see a use for it."
Wine Red,"I bought this product years ago, about 6 years to be exact from the same company here on Amazon. One of the clips broke off that clips on to the lap top screen. The new one I received is amazing. I will keep puchasing from them. The keyboard pad is a life saver since I tend to snack when I'm working. Definitely cannot beat the price for the quality you get. Must buy!"
Airy Blue,"This case snaps right into place easily! A little difficult to take the bottom one off, but that’s a good thing to know it’s actually protected. I didn’t care too much for the keypad protector. Made it a little more difficult to type with it."
Airy Blue,Super fast delivery came to me the next day.  Wow.  Luv the color choices and the product is exactly what I needed and wanted.  It's a must buy if you have an Apple Laptop.  Love it!!
Rose Gold,I love it. It fits perfectly for the Mac air and was very easy to put on
Marsala Red,"Very Nice! Absolutely A Great Value Work More Than I Paid!Very Very Nice Case Fits Like A Glove Perfect!My 8 Year Old, My Bad 8 And Half Year Old Loves It!"
